2024-07-22 00:37:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:04 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:05 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:05 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:05 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:06 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:06 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:06 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:06 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:07 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:07 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:07 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:08 [main] INFO  testNGBasePack.BaseClass - correct Link: 200
2024-07-22 00:37:08 [main] INFO  testNGBasePack.BaseClass - Closing browser
